epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8581249713897705,0.9275074005126953,6.8665337562561035,0.9291386604309082,0.8181818127632141,0.5,0.5,448.67913818359375,0.5,1.0
1,0.7806249856948853,0.8151791095733643,0.6051530241966248,0.9333333373069763,0.670252799987793,0.5,0.5,297.4271240234375,0.5,1.0
2,0.7759374976158142,0.8804126381874084,0.4908992648124695,0.9575320482254028,0.6428187489509583,0.5,0.5,306.78948974609375,0.5,1.0
3,0.7659375071525574,0.8964924216270447,0.4031185507774353,0.973549485206604,0.6137708425521851,0.5,0.5,232.91064453125,0.5,1.0
4,0.8231250047683716,0.9285687208175659,0.37989866733551025,0.9549612998962402,0.7299623489379883,0.5,0.5,96.03372192382812,0.5,1.0
5,0.8025000095367432,0.9243086576461792,0.34478825330734253,0.9744779467582703,0.677783727645874,0.5625,0.625,14.697340965270996,0.5333333611488342,1.0
6,0.7696874737739563,0.9360800385475159,0.3775193393230438,0.9628713130950928,0.6277568340301514,0.5625,0.828125,1.795894980430603,0.5333333611488342,1.0
7,0.8265625238418579,0.9397777915000916,0.33961713314056396,0.9759123921394348,0.7192038893699646,0.625,0.84375,2.290933132171631,0.5714285969734192,1.0
8,0.8321874737739563,0.9415830969810486,0.3118641972541809,0.9762247800827026,0.7288864850997925,0.625,0.9375,2.0487027168273926,0.5714285969734192,1.0
9,0.8246874809265137,0.9565050005912781,0.27873900532722473,0.9737226366996765,0.7175900936126709,0.625,0.8671875,1.6541972160339355,0.5714285969734192,1.0
10,0.8450000286102295,0.9616526365280151,0.2637645900249481,0.9729354381561279,0.7541689276695251,0.625,0.8828125,1.6148566007614136,0.5714285969734192,1.0
11,0.8256250023841858,0.9398176670074463,0.30544355511665344,0.9737800359725952,0.7192038893699646,0.625,0.8984375,1.5121599435806274,0.5714285969734192,1.0
12,0.8128125071525574,0.9513906836509705,0.30570802092552185,0.9680535197257996,0.7009144425392151,0.625,0.8125,2.8581337928771973,0.5714285969734192,1.0
13,0.8356249928474426,0.9566134810447693,0.28041577339172363,0.971024751663208,0.739107072353363,0.625,0.84375,1.8000884056091309,0.5714285969734192,1.0
14,0.8512499928474426,0.9594289660453796,0.27667436003685,0.9499024152755737,0.7853685021400452,0.625,0.84375,1.8346726894378662,0.5714285969734192,1.0
0,0.8299999833106995,0.9274472594261169,6.672250270843506,0.9051139950752258,0.7902097702026367,0.5228548645973206,0.5,490.1221008300781,0.5228548645973206,1.0
1,0.8134375214576721,0.8684722781181335,0.8127514123916626,0.9178807735443115,0.7455621361732483,0.5228548645973206,0.5,353.706787109375,0.5228548645973206,1.0
2,0.7634375095367432,0.8565735220909119,0.5412416458129883,0.9231950640678406,0.6465842127799988,0.5228548645973206,0.5,330.64520263671875,0.5228548645973206,1.0
3,0.7743750214576721,0.8194690346717834,0.5375968217849731,0.9633252024650574,0.6358256936073303,0.5228548645973206,0.5,282.4283142089844,0.5228548645973206,1.0
4,0.6081249713897705,0.8119381666183472,0.5311537384986877,0.9562594294548035,0.3410435616970062,0.5228548645973206,0.5,158.2162628173828,0.5228548645973206,1.0
5,0.6156250238418579,0.8275503516197205,0.6535893082618713,0.9577874541282654,0.3539537489414215,0.5120288729667664,0.4751524031162262,24.412948608398438,0.5177333950996399,0.9739263653755188
6,0.6771875023841858,0.837938129901886,0.45248472690582275,0.9791183471679688,0.4540075361728668,0.5529270172119141,0.6482594013214111,6.303562641143799,0.5411048531532288,0.953987717628479
7,0.6990625262260437,0.894551694393158,0.4242503345012665,0.9776119589805603,0.4932759404182434,0.6415396928787231,0.6921079754829407,4.923290729522705,0.6125137209892273,0.8558282256126404
8,0.690625011920929,0.902871310710907,0.41316214203834534,0.9822419285774231,0.4760623872280121,0.6002405881881714,0.6538933515548706,3.86387300491333,0.5938838124275208,0.7446318864822388
9,0.7446874976158142,0.9021009206771851,0.383321613073349,0.9833024144172668,0.5701990127563477,0.6218925714492798,0.730621337890625,2.548579216003418,0.5954521298408508,0.8634969592094421
10,0.7659375071525574,0.9129390120506287,0.3497624099254608,0.9759863018989563,0.6121570467948914,0.6319165825843811,0.7135348916053772,2.7434310913085938,0.5966933965682983,0.9133435487747192
11,0.7443749904632568,0.8908323645591736,0.39151105284690857,0.9585903286933899,0.5852608680725098,0.5753809213638306,0.6235464811325073,7.956754684448242,0.5542755722999573,0.9593558311462402
12,0.7743750214576721,0.9179102182388306,0.4213891625404358,0.8869979381561279,0.7009144425392151,0.5705693960189819,0.5723626613616943,11.291525840759277,0.5518007874488831,0.9516870975494385
13,0.8528125286102295,0.9115785360336304,0.4718692898750305,0.8174748420715332,0.9612694978713989,0.5717722773551941,0.6604030132293701,3.148059368133545,0.5530575513839722,0.9432515501976013
14,0.8384374976158142,0.9102930426597595,0.3754587173461914,0.7998212575912476,0.9628832936286926,0.5998396277427673,0.7486947178840637,2.201810121536255,0.5711628198623657,0.941717803478241
0,0.8912500143051147,0.929100751876831,4.932665824890137,0.9103748202323914,0.9015599489212036,0.5228548645973206,0.5,366.428466796875,0.5228548645973206,1.0
1,0.8331249952316284,0.9346063733100891,0.4491007328033447,0.9127725958824158,0.7880581021308899,0.5228548645973206,0.5,400.2069091796875,0.5228548645973206,1.0
2,0.7925000190734863,0.926874577999115,0.47267070412635803,0.9543726444244385,0.6750941276550293,0.5228548645973206,0.49808281660079956,128.7142333984375,0.5228548645973206,1.0
3,0.7853124737739563,0.915081799030304,0.3988391160964966,0.8938171863555908,0.7154384255409241,0.5581395626068115,0.628911018371582,6.681360244750977,0.5434595346450806,0.9685583114624023
4,0.8293750286102295,0.9337343573570251,0.38508129119873047,0.8832457661628723,0.8138784170150757,0.561347246170044,0.6655377745628357,4.4290642738342285,0.5482536554336548,0.9148772954940796
5,0.8803125023841858,0.9393848776817322,0.41434356570243835,0.8572120070457458,0.9526627063751221,0.535685658454895,0.5478859543800354,8.334301948547363,0.5308798551559448,0.9624233245849609
6,0.8696874976158142,0.91939777135849,0.5737038254737854,0.8404154777526855,0.9575040340423584,0.5493183732032776,0.6486760377883911,3.4455435276031494,0.5383304953575134,0.9693251252174377
7,0.8662499785423279,0.931766927242279,0.348444402217865,0.8348151445388794,0.9596557021141052,0.5513231754302979,0.6253711581230164,5.68820858001709,0.5399913787841797,0.9578220844268799
8,0.8959375023841858,0.951332688331604,0.423543781042099,0.8762327432632446,0.9558902382850647,0.5854049921035767,0.6682860255241394,4.9456071853637695,0.5630841255187988,0.9240797758102417
9,0.8812500238418579,0.9405716061592102,0.4014679193496704,0.8523105978965759,0.9623453617095947,0.5328789353370667,0.5349509716033936,5.864591598510742,0.5294866561889648,0.9570552110671997
10,0.8956249952316284,0.9509008526802063,0.30511415004730225,0.871046245098114,0.9628832936286926,0.578588604927063,0.7084561586380005,4.131218910217285,0.5572139024734497,0.9447852969169617
11,0.895312488079071,0.948578953742981,0.3657732307910919,0.8717073202133179,0.9612694978713989,0.5829991698265076,0.6225351095199585,7.823307037353516,0.560773491859436,0.9340490698814392
